src,dst,weight
queria,saco,2.0
padaria,um,2.0
ela,um,18.0
iogurte,se,12.0
ar,porque,2.0
ainda,piada,6.0
jorge,tem,2.0
gosta,professor,4.0
as,eram,8.0
falou,namorado,4.0
professor,que,26.0
diferença,um,8.0
andar,diz,2.0
china,com,2.0
filho,unidos,2.0
caneta,pessoas,8.0
difícil,diz,2.0
para,pessoas,16.0
se,som,4.0
bate,em,6.0
dieta,fazer,2.0
dar,tira,4.0
adele,não,2.0
porque,reclama,2.0
milton,no,2.0
conseguiu,tar,4.0
pelos,vi,4.0
no,sorriso,2.0
aí,na,4.0
número,zero,2.0
adotar,qual,4.0
causa,sabor,2.0
ano,por,8.0
ler,nenhuma,2.0
pena,salgado,4.0
ao,podem,4.0
filmes,não,8.0
hospital,qual,4.0
mercado,no,4.0
matemáticos,para,6.0
banda,tá,6.0
gostava,mulher,2.0
mundo,um,16.0
para,rio,4.0
ainda,esportivo,2.0
nervoso,químico,4.0
coisas,no,8.0
casa,todos,6.0
algo,para,2.0
ele,tá,4.0
doente,mas,4.0
lá,no,8.0
fotos,você,2.0
john,relacionamento,2.0
ainda,ficou,4.0
no,são,36.0
comer,era,4.0
estava,menina,2.0
esposa,marido,2.0
harry,você,2.0
própria,tem,2.0
disney,vive,4.0
estavam,no,4.0
fica,reclama,4.0
no,tinder,8.0
deixa,você,10.0
porque,problema,4.0
está,sempre,28.0
chama,mulher,8.0
no,pôr,10.0
corpo,toma,2.0
mozart,porque,8.0
internet,programa,4.0
comer,quando,6.0
cabeça,toda,2.0
na,personagem,6.0
livros,na,6.0
ben,jorge,2.0
era,sapato,4.0
inferno,vão,8.0
corpo,que,14.0
bíblia,por,2.0
odeia,tanto,2.0
cartão,para,4.0
onde,se,32.0
ball,nasceu,2.0
amiga,quando,2.0
filha,foram,2.0
consegue,ler,4.0
conto,história,4.0
fora,sala,2.0
bebida,das,2.0
de,diretor,10.0
porque,último,2.0
boneco,se,2.0
navios,nos,8.0
mais,paula,2.0
discoteca,gay,4.0
chama,japonês,4.0
cachorro,um,6.0
dar,dele,4.0
cada,em,2.0
onde,social,4.0
apareceu,se,4.0
dança,se,4.0
difícil,no,4.0
português,se,4.0
pizza,qual,8.0
banco,funciona,2.0
filme,vira,2.0
chão,hoje,4.0
os,sou,4.0
estava,queijo,4.0
tim,tocada,4.0
pintor,qual,12.0
alto,perde,4.0
piratas,suas,2.0
brincar,qual,2.0
cão,famoso,2.0
da,ouvir,6.0
então,uma,6.0
aqui,em,4.0
presidente,virou,4.0
comprou,que,12.0
ela,pouco,2.0
quando,vê,4.0
doença,zezé,2.0
diz,fim,2.0
personagem,sempre,12.0
mata,na,2.0
bem,com,8.0
mata,tem,4.0
mas,vez,6.0
conseguiu,por,8.0
aí,dois,4.0
livro,para,6.0
amor,pessoa,2.0
chove,fica,4.0
norte,sucesso,2.0
rainha,tinha,2.0
lei,uma,2.0
chamase,economia,4.0
fernando,por,8.0
contra,diretor,4.0
dar,teve,8.0
ele,tem,32.0
esta,numa,4.0
estados,tim,2.0
famoso,na,4.0
china,não,4.0
dos,numa,4.0
ben,por,4.0
da,nunca,12.0
pessoas,tinder,2.0
pelo,que,12.0
dela,no,4.0
quis,um,4.0
são,usam,2.0
do,samba,10.0
chama,da,14.0
interpreta,roupa,4.0
santos,uma,4.0
jogou,seus,4.0
com,meus,6.0
bateu,ficar,2.0
com,ferro,2.0
dantes,zero,2.0
biscoito,mãe,2.0
profissão,qual,20.0
contava,mas,10.0
poeta,tem,2.0
com,galinha,2.0
das,estilo,2.0
network,peixes,2.0
bateu,parede,4.0
das,diferentes,2.0
cabeleireiro,de,4.0
natal,que,20.0
porta,quando,4.0
atriz,mais,6.0
população,presidente,6.0
cultura,tem,4.0
em,inseto,8.0
come,padre,4.0
está,tantas,2.0
network,qual,2.0
de,sente,2.0
dona,pizza,4.0
com,pra,10.0
que,teria,6.0
jogadores,porque,4.0
santo,se,2.0
para,pôr,8.0
peixe,vive,2.0
conseguiu,ele,4.0
bate,chamam,2.0
menino,ônibus,2.0
feito,ter,4.0
chinês,em,8.0
elemento,químico,12.0
família,morreu,4.0
campo,mais,4.0
como,programa,4.0
ao,paraíso,4.0
bebês,preferido,2.0
dentro,um,14.0
melhor,ter,4.0
quando,sorriso,4.0
cama,por,6.0
fim,uma,6.0
coisas,está,4.0
para,vende,4.0
ficou,susto,4.0
josé,onde,2.0
estou,ir,4.0
famoso,vilão,4.0
na,sobremesa,2.0
em,santo,6.0
fábio,usa,4.0
filha,novela,2.0
luta,não,2.0
cebolinha,qual,8.0
canal,infantil,8.0
beber,homens,4.0
heróis,pro,4.0
como,nos,6.0
perde,precisa,2.0
esta,tua,4.0
sabão,viciado,2.0
comida,por,8.0
que,silva,4.0
com,olhos,4.0
ela,pra,8.0
uma,vegan,6.0
dos,mão,4.0
menina,nos,2.0
seja,você,2.0
branco,nem,10.0
mais,má,2.0
fadas,no,2.0
dorme,em,2.0
de,vaise,2.0
doença,futebol,4.0
quando,tinder,2.0
amigos,the,2.0
as,plantas,8.0
população,rápido,4.0
ao,silva,2.0
de,luz,20.0
quatro,tem,2.0
números,porque,10.0
nascimento,quando,2.0
ai,ti,2.0
foi,vermelho,2.0
são,tem,8.0
na,piloto,4.0
caso,lá,4.0
mas,ninguém,10.0
banho,sala,2.0
quem,story,4.0
bem,não,24.0
com,irmão,4.0
cidade,odeia,2.0
ao,hospital,2.0
artista,qual,14.0
galinha,sem,2.0
peixe,porque,20.0
que,voltou,8.0
céu,era,2.0
pra,todo,12.0
com,contra,6.0
era,trabalho,4.0
quando,sala,4.0
relacionamento,seu,4.0
ana,cobra,2.0
mundo,pra,12.0
do,todos,14.0
da,lutador,4.0
personagem,tudo,6.0
ninja,que,12.0
hospital,problema,4.0
difícil,fácil,2.0
deve,se,12.0
dente,não,4.0
as,batatas,4.0
merda,nova,2.0
criado,nada,2.0
alimento,mulher,4.0
maria,qual,6.0
construção,futebol,4.0
caso,sempre,2.0
passos,que,4.0
café,um,4.0
chaves,turma,8.0
ainda,tinha,2.0
favorita,tony,4.0
fazendo,pessoa,4.0
família,que,14.0
encontrei,um,6.0
com,remédio,4.0
lua,mia,20.0
que,químico,8.0
do,virou,2.0
do,sofre,6.0
agora,trás,2.0
ataque,um,6.0
dela,está,2.0
galera,que,4.0
num,rita,4.0
de,social,4.0
das,pessoas,22.0
fábio,padre,6.0
carlos,da,4.0
cantor,pela,8.0
pão,uma,10.0
feliz,uma,2.0
de,vinho,6.0
tiro,vive,2.0
estômago,tinha,4.0
dorme,porque,2.0
quem,sei,2.0
deve,dizer,2.0
noite,três,2.0
novo,pedi,4.0
causa,doce,2.0
para,parede,2.0
por,vaca,4.0
andam,não,6.0
fala,onde,2.0
pro,tomou,2.0
de,dizer,10.0
mania,tem,8.0
fofoca,preferido,2.0
discoteca,foi,2.0
nervoso,vai,4.0
leite,pôr,2.0
hora,última,8.0
há,mulheres,4.0
qual,quase,12.0
está,seriado,2.0
me,para,4.0
dizer,quem,4.0
computador,que,18.0
bebês,qual,8.0
da,um,68.0
beatles,preferido,2.0
entre,vermelha,4.0
filme,sucesso,2.0
algumas,presente,4.0
costumam,tem,4.0
das,elefante,4.0
padaria,remédio,4.0
matar,nome,4.0
movimento,os,4.0
cantor,thor,2.0
medo,que,10.0
brasil,do,24.0
morreu,que,4.0
está,frente,2.0
bola,saiu,2.0
lá,vai,8.0
semelhança,ser,2.0
tudo,verdura,2.0
forma,mas,4.0
caras,um,4.0
ação,qual,6.0
se,tony,2.0
matemática,para,4.0
fiquei,tempo,4.0
rap,te,4.0
falar,qual,4.0
passou,trás,4.0
isto,não,4.0
feira,os,2.0
funciona,tudo,2.0
inseto,mosquito,2.0
chamava,era,2.0
eram,nunca,2.0
amigos,ter,2.0
dor,entrou,4.0
ouro,qual,2.0
marcelo,toda,2.0
em,têm,14.0
figura,que,8.0
tio,trabalhar,2.0
assim,sempre,10.0
elas,nunca,4.0
banheiro,pobre,2.0
disseme,vi,2.0
personagem,seriado,2.0
ace,do,2.0
com,prato,4.0
ia,mundo,2.0
ele,usando,4.0
avó,da,4.0
feliz,sabe,4.0
manda,que,4.0
itália,na,6.0
brasileira,vive,2.0
itália,tem,4.0
eles,não,8.0
dá,popular,2.0
isso,por,10.0
marca,que,16.0
sem,vaise,4.0
bonita,qualquer,2.0
comem,eles,4.0
pessoal,vai,4.0
fazer,paulo,4.0
de,olho,8.0
em,este,4.0
as,sem,10.0
adão,teria,10.0
minha,vi,4.0
estavam,foram,4.0
um,videogame,4.0
médio,outros,2.0
história,que,26.0
nem,toca,2.0
ela,manicure,4.0
cheio,na,4.0
conseguem,diagnóstico,4.0
filme,medo,2.0
parece,um,4.0
banco,preso,2.0
de,intestino,10.0
chamam,pessoa,4.0
as,pequeno,4.0
forma,turma,2.0
polegar,santos,4.0
ao,vez,8.0
favorita,um,4.0
ele,isso,4.0
as,comer,6.0
ouvi,são,4.0
filme,gatos,4.0
navios,qual,10.0
porque,usava,6.0
com,mestre,4.0
bem,quando,6.0
internet,qual,8.0
como,portas,4.0
nota,óculos,2.0
muito,nome,10.0
conseguem,tem,2.0
batatas,têm,4.0
animais,no,2.0
comer,de,28.0
muita,qual,12.0
peixe,som,2.0
manicure,por,8.0
deixou,por,10.0
alimento,pode,4.0
corpo,força,2.0
professora,que,14.0
mulheres,às,6.0
ator,estômago,4.0
mercado,vale,4.0
dormir,uma,4.0
faz,professora,4.0
estômago,uma,8.0
mas,vos,4.0
em,silêncio,2.0
joão,passarinho,2.0
dos,trabalhadores,8.0
fofoca,qual,4.0
ele,ficou,6.0
falam,rua,4.0
compra,páscoa,4.0
fruta,porque,4.0
escola,pra,4.0
jogador,time,4.0
meu,partes,4.0
dono,igreja,4.0
duas,mais,6.0
cu,que,2.0
jornalista,se,8.0
fazer,os,10.0
aqui,estou,4.0
galinhas,mulheres,2.0
como,cão,4.0
pode,óculos,2.0
se,um,210.0
mãe,os,6.0
porque,vou,4.0
aparecida,pé,6.0
ele,instagram,2.0
atriz,na,8.0
nenhuma,te,2.0
of,quando,2.0
namorado,qual,6.0
não,poder,4.0
foi,planeta,2.0
muita,sobre,4.0
faz,sanduíche,4.0
conta,no,6.0
duas,protagonizado,4.0
da,dias,4.0
de,tipo,62.0
porque,vários,4.0
banheiro,porque,2.0
na,panela,4.0
de,período,6.0
arroz,dela,2.0
dor,famoso,2.0
com,pequeno,2.0
dois,jovem,2.0
qual,quatro,6.0
naufrágio,só,4.0
nos,para,6.0
fez,merda,4.0
faz,saúde,4.0
ar,do,8.0
microorganismo,pra,4.0
banda,favorita,6.0
campo,na,4.0
no,sertaneja,4.0
comer,última,2.0
existe,kung,4.0
café,pra,4.0
dá,árabe,6.0
missa,que,6.0
boi,dá,2.0
aquilo,pequenoalmoço,4.0
um,último,4.0
pode,tamanho,4.0
carta,na,4.0
ao,inventou,4.0
calça,fazer,2.0
dos,santo,6.0
comediante,em,4.0
calor,como,2.0
bala,qual,10.0
espelho,no,6.0
comediante,vive,4.0
doente,irmã,4.0
cachorros,são,2.0
os,pequenoalmoço,4.0
foi,única,4.0
só,você,10.0
companhia,uma,6.0
dragon,verde,4.0
jogo,suas,2.0
pássaro,toca,4.0
muito,no,8.0
dentistas,na,2.0
mosquito,suas,2.0
agora,para,4.0
dá,em,10.0
ferro,um,2.0
do,feito,8.0
contrário,de,44.0
como,qual,16.0
elas,um,4.0
incrível,você,4.0
qual,vive,62.0
os,ti,2.0
aos,pequenas,2.0
namorada,por,10.0
menina,qual,10.0
pé,qual,10.0
esportivo,estilo,2.0
polegar,preferida,4.0
cozinha,de,2.0
faz,pena,2.0
kung,mais,6.0
alto,hora,2.0
que,vai,74.0
ir,jogo,4.0
doença,que,30.0
colocar,dente,4.0
nunca,sobremesa,4.0
com,paciente,4.0
fazer,galo,4.0
quando,tomou,4.0
do,fotos,4.0
nasceu,onde,4.0
com,duro,4.0
bahia,transporte,2.0
acabou,quando,4.0
pequenas,se,4.0
filho,obrigado,2.0
gostam,porque,32.0
ferramenta,uma,8.0
avião,qual,6.0
branco,tenho,2.0
usa,óculos,2.0
na,porque,176.0
deus,herói,2.0
pai,passos,4.0
cerveja,só,6.0
não,personagem,12.0
andar,tão,4.0
fez,rapaz,2.0
carne,frango,2.0
professores,se,4.0
escritor,jorge,2.0
bonita,por,4.0
ler,um,4.0
sala,sua,2.0
evitar,que,12.0
difícil,tão,4.0
maior,não,2.0
comer,fui,4.0
da,filha,10.0
norte,para,4.0
doença,dos,4.0
amigos,médio,2.0
graça,não,2.0
deus,só,2.0
galinha,pena,2.0
do,ficam,4.0
espelho,pára,2.0
corpo,partes,2.0
no,te,4.0
prato,quem,4.0
jogou,quando,8.0
cinema,filme,2.0
banheiro,ir,2.0
anos,cultura,4.0
qual,sapato,6.0
ovo,quando,6.0
da,irmão,4.0
ferro,sabão,2.0
favorito,galo,2.0
salgado,um,8.0
andava,com,2.0
duro,tão,4.0
inseto,muito,8.0
canal,só,4.0
entre,papa,2.0
casar,filme,2.0
qual,umbanda,4.0
todos,têm,6.0
avó,criado,2.0
drogado,porque,8.0
de,dor,18.0
ambos,maio,2.0
em,tio,4.0
pena,um,4.0
anão,disney,2.0
cry,que,8.0
ganhou,mas,4.0
instrumento,musical,14.0
disseme,numa,4.0
passado,por,4.0
contava,mim,2.0
cinema,manda,4.0
chamam,os,10.0
anos,posto,8.0
disse,vrau,2.0
matemáticos,toca,2.0
festa,muitos,2.0
eles,fazer,4.0
estados,fez,2.0
crianças,em,6.0
famosa,última,4.0
gajo,mas,2.0
adora,chaves,2.0
deixa,senha,2.0
remédio,sempre,2.0
joão,perguntaram,2.0
páscoa,quando,8.0
grande,os,4.0
queria,ser,12.0
negro,negão,4.0
banheiro,som,2.0
qual,uso,8.0
do,vi,12.0
trabalha,transporte,2.0
acabou,fazer,4.0
pra,toca,2.0
mais,social,4.0
china,de,4.0
abre,uma,4.0
enquanto,vinho,4.0
depois,pro,6.0
ana,rio,2.0
comum,elemento,4.0
foi,sabe,6.0
andam,direito,2.0
amigos,vão,2.0
chamava,primeiro,4.0
alimento,do,4.0
meio,teve,6.0
médico,por,4.0
ela,encontrei,4.0
jogadora,time,4.0
da,of,4.0
com,desenho,4.0
um,ventura,2.0
economia,seu,4.0
musical,no,10.0
em,passado,4.0
ana,duas,2.0
esportivo,pessoas,4.0
animal,medo,2.0
adora,uma,4.0
bengala,fosse,4.0
estou,um,6.0
na,zeca,2.0
foi,paulo,10.0
comeu,porque,4.0
diz,árabe,6.0
país,um,12.0
ajuda,ir,4.0
mas,às,4.0
como,esposa,4.0
boi,uma,4.0
fosse,fred,2.0
para,pássaro,4.0
ninja,qual,12.0
faz,sobre,8.0
de,mania,4.0
branco,em,8.0
deserto,filho,4.0
bonito,para,2.0
fazia,padre,4.0
ela,lugar,4.0
briga,da,2.0
dinheiro,foi,4.0
estômago,muito,4.0
policial,polícia,4.0
esposa,uma,4.0
recebeu,uma,4.0
passa,te,4.0
nervoso,às,4.0
mais,ser,8.0
diz,em,64.0
dando,porque,2.0
celular,deixa,2.0
bola,jogadores,2.0
carro,paulo,2.0
pra,serve,2.0
causa,na,4.0
em,sexo,4.0
celular,estava,4.0
as,portas,4.0
silvio,voltou,4.0
de,políticos,4.0
qual,zeca,10.0
de,hora,36.0
de,desistiu,8.0
por,um,118.0
pára,repente,4.0
do,planeta,4.0
encontra,você,6.0
azul,de,2.0
no,rede,4.0
si,viu,4.0
mia,um,2.0
minha,tua,6.0
de,forno,2.0
de,novo,10.0
andava,não,8.0
joga,qual,8.0
melhor,verde,2.0
drogas,viciado,4.0
ele,quê,4.0
caverna,só,8.0
alho,infantil,2.0
cantor,xuxa,2.0
bola,deixa,2.0
estados,obras,4.0
encontrar,um,8.0
da,morreu,4.0
bola,estava,4.0
de,pequena,10.0
em,fiquei,4.0
graça,todo,4.0
que,tão,102.0
cinema,numa,4.0
foi,os,18.0
carnaval,do,4.0
cheia,pô,2.0
acabei,para,6.0
atriz,da,10.0
preferido,tv,2.0
paga,todo,4.0
não,polícia,6.0
do,fizeram,4.0
hora,na,14.0
buraco,só,6.0
ir,pra,6.0
faz,vê,2.0
bem,de,26.0
cozinha,mais,2.0
hospital,mas,4.0
pastor,quem,2.0
americano,duas,4.0
delegacia,depois,4.0
estar,tempo,4.0
não,quase,2.0
aranha,por,4.0
onde,seu,14.0
de,the,14.0
adora,paulo,2.0
peixe,relógio,4.0
impossível,na,2.0
como,dorme,2.0
no,noite,2.0
estar,faz,4.0
do,única,4.0
mas,mia,8.0
herói,incrível,2.0
banho,cheiro,2.0
boca,sapo,2.0
adão,figura,2.0
ex,preto,2.0
ilha,mata,2.0
pouco,tinha,2.0
deixa,time,4.0
humorista,sucesso,4.0
do,manda,4.0
espelho,vai,2.0
férias,meus,2.0
casa,os,10.0
crimes,matar,2.0
eu,morte,4.0
forma,relógio,4.0
chocolate,período,2.0
chá,verde,8.0
porta,sílvio,4.0
fazem,uma,4.0
fogo,que,4.0
mc,qual,12.0
preto,qual,2.0
quando,rico,8.0
ele,salvador,2.0
pequeno,tinha,2.0
médico,volta,2.0
na,pode,8.0
sem,usa,6.0
de,toda,4.0
ao,mãe,6.0
banheiro,vem,2.0
rio,todos,4.0
ex,que,18.0
cidade,favorita,8.0
festa,jogadores,2.0
um,árabe,16.0
grupo,musical,4.0
durante,está,2.0
um,usava,6.0
em,inglês,20.0
em,vendido,4.0
dizia,para,2.0
foi,merda,2.0
dum,vai,2.0
andam,casa,2.0
branco,mas,2.0
de,joão,2.0
com,saiu,6.0
favorito,horas,2.0
que,só,186.0
foi,notícia,6.0
andava,disse,4.0
personagem,quis,2.0
calor,se,2.0
nome,seu,6.0
bem,trabalha,4.0
por,pouco,2.0
fala,pessoal,2.0
foi,galo,4.0
quando,álcool,4.0
em,preferida,10.0
diretor,falou,4.0
neymar,preferida,2.0
dono,que,4.0
das,pele,4.0
pokémon,preferido,2.0
alho,por,2.0
peixe,um,10.0
comprar,ele,4.0
quando,sua,12.0
encontrei,eu,6.0
os,pai,4.0
brasileira,começou,2.0
costumam,leite,2.0
carta,pode,2.0
ficam,galvão,4.0
ela,saiu,4.0
bom,no,4.0
são,órgão,2.0
todo,um,10.0
milton,sair,4.0
gasolina,muita,2.0
chamase,harry,4.0
apresentador,silva,2.0
melhor,por,8.0
ele,perdeu,2.0
quê,uma,2.0
ano,fotos,2.0
as,sobre,6.0
campeão,fica,4.0
elas,plantas,6.0
atriz,professor,2.0
pressão,tem,4.0
dias,diferentes,2.0
the,vida,2.0
hollywood,mundo,2.0
doente,irmão,4.0
algumas,semana,4.0
de,ter,30.0
com,virase,4.0
duas,john,2.0
avião,estava,4.0
empresa,onde,4.0
da,eu,8.0
alimento,igreja,4.0
na,quanto,2.0
escola,loiras,2.0
intestino,porque,2.0
preferida,wii,8.0
mata,medo,2.0
bahia,não,4.0
dupla,passa,4.0
parede,porque,8.0
dentes,professor,2.0
chega,leite,2.0
os,tão,8.0
paciente,seja,2.0
acabou,de,8.0
muito,vale,2.0
china,sal,4.0
fora,no,2.0
adoro,mulheres,2.0
ele,medo,4.0
da,pato,2.0
nunca,porque,50.0
pouco,uma,2.0
dentista,fazia,2.0
deitou,filme,2.0
como,menino,2.0
lá,primeira,2.0
boca,gosto,2.0
da,parente,2.0
mickey,qual,2.0
mandou,pro,2.0
jogadora,uma,4.0
adão,novela,4.0
ele,seleção,2.0
da,programa,6.0
biscoito,comida,2.0
dos,tio,2.0
entre,piadas,8.0
está,praia,2.0
comer,na,8.0
adora,galo,2.0
dentista,ele,4.0
final,jogo,4.0
pequeno,uma,6.0
qual,quanto,2.0
esporte,silvio,4.0
luta,mais,8.0
fica,ouvir,2.0
bebe,vinho,8.0
chá,por,4.0
mim,uma,6.0
por,pra,52.0
que,às,10.0
que,vrau,2.0
não,pobre,2.0
isso,sofre,2.0
mia,pra,8.0
em,obrigado,2.0
em,naufrágio,2.0
padaria,qual,10.0
médio,na,2.0
me,restaurante,4.0
falam,onde,4.0
mar,rita,6.0
onde,suas,4.0
ana,tocada,4.0
gato,que,20.0
eu,histórico,2.0
devia,ele,2.0
braço,sente,4.0
harry,onde,2.0
dormir,não,10.0
gosto,na,2.0
evitar,tirou,4.0
com,sobre,6.0
gosto,tem,6.0
está,uma,12.0
família,último,8.0
qual,vermelha,8.0
cachorro,cão,4.0
far,um,4.0
ser,vivo,4.0
diferença,qual,12.0
brasil,que,8.0
disse,viu,16.0
banda,pede,6.0
mulheres,social,4.0
de,seu,24.0
far,jogo,2.0
artista,mas,4.0
cantora,inseto,4.0
não,panela,4.0
fica,nunca,12.0
tiro,um,4.0
existem,três,2.0
da,soares,4.0
marvel,silvio,4.0
coisas,professora,4.0
com,quais,2.0
brasileiro,do,18.0
carteira,uma,4.0
carne,foi,4.0
chamase,comprar,4.0
ato,um,4.0
olho,só,2.0
nem,porque,4.0
da,encontrei,4.0
criado,em,4.0
gato,lua,14.0
mais,mão,4.0
do,mão,4.0
dança,mal,4.0
depois,dono,2.0
dá,ouvir,8.0
pão,quando,4.0
no,pára,4.0
diferentes,não,4.0
pra,seria,4.0
ace,que,6.0
nome,país,4.0
do,movimento,6.0
do,os,92.0
onde,vão,14.0
morreu,último,8.0
dias,se,2.0
eu,tu,2.0
beleza,feias,4.0
do,vivo,4.0
caixa,que,10.0
mim,sabe,4.0
logo,numa,2.0
do,usa,10.0
cachorros,música,2.0
caiu,tinha,2.0
microondas,um,8.0
mais,pé,4.0
dá,iogurte,2.0
intestino,ir,2.0
do,pé,14.0
depois,neve,2.0
arroz,depende,6.0
como,cu,4.0
nome,suas,2.0
dá,policial,2.0
brasil,eu,4.0
depende,do,4.0
vende,óculos,2.0
cidade,onde,6.0
homem,neve,2.0
guerra,no,8.0
cão,segura,2.0
em,tamanho,4.0
figura,último,4.0
panela,uma,8.0
falou,um,24.0
cantor,chega,4.0
as,banheiro,2.0
cry,peixes,2.0
cães,musical,4.0
as,são,60.0
cachorro,qual,36.0
colocar,dizia,2.0
boneco,mulheres,4.0
brasileira,um,6.0
ajuda,do,2.0
onde,porta,4.0
de,podem,8.0
em,instrumento,4.0
companhia,não,4.0
meus,que,8.0
em,matemáticos,2.0
ele,trás,2.0
famoso,hollywood,4.0
de,lei,2.0
delegacia,foi,6.0
doce,que,14.0
joão,ouvi,2.0
até,contava,10.0
boa,sempre,8.0
cry,qual,4.0
cozinha,na,8.0
drogas,usa,2.0
cozinha,tem,4.0
em,lá,10.0
falar,mas,4.0
lápis,personagem,2.0
má,problemas,2.0
atriz,rainha,4.0
dos,leonardo,2.0
sobre,tim,4.0
funkeiro,pro,2.0
não,porque,424.0
abre,com,2.0
careca,têm,2.0
já,período,4.0
mundo,nasce,2.0
cachorro,tenta,4.0
esposa,procura,4.0
de,têm,34.0
fazer,havia,4.0
gostava,que,14.0
chama,super,2.0
chique,tão,16.0
banheiro,um,4.0
mais,políticos,2.0
plantas,só,2.0
alguém,sempre,4.0
galinhas,só,6.0
bar,hoje,2.0
dizer,muito,6.0
espanhol,fred,2.0
entre,que,22.0
em,far,6.0
da,gato,4.0
doce,dos,6.0
amigos,ele,2.0
freiras,pequeno,2.0
boa,carta,2.0
meio,passando,4.0
delegacia,vaca,2.0
manhã,por,2.0
em,sempre,34.0
peixes,qual,4.0
corpo,em,6.0
não,uso,4.0
reclama,vai,4.0
um,vaca,6.0
jogar,pedra,2.0
da,papel,4.0
crime,por,8.0
ela,esposa,8.0
cachorro,nasce,2.0
em,jornalista,4.0
passa,pára,2.0
dormir,era,4.0
assunção,rede,2.0
dentista,sempre,2.0
bater,com,4.0
fogo,nada,2.0
legume,qual,10.0
cu,namorado,2.0
animal,floresta,4.0
mal,político,8.0
acabou,mais,4.0
ficou,muito,8.0
ar,que,2.0
duas,impossível,2.0
era,para,14.0
com,são,12.0
luz,para,2.0
partes,se,6.0
gosta,tomar,4.0
em,microondas,4.0
foram,por,14.0
ciclista,minha,2.0
coisas,diferentes,2.0
galinha,maria,4.0
céu,na,2.0
pra,tem,14.0
fim,santos,2.0
por,prato,4.0
de,país,10.0
dos,inglês,2.0
este,no,2.0
aconteceu,ele,10.0
com,tinder,2.0
famosa,rua,2.0
mundo,wars,4.0
entra,uma,2.0
com,negro,2.0
passando,porque,4.0
arroz,se,8.0
meus,parente,2.0
de,estavam,2.0
para,ti,6.0
campo,quer,2.0
ave,maria,2.0
mais,peido,4.0
diabo,uma,2.0
falar,foi,4.0
dentro,qual,8.0
disse,se,6.0
final,pra,2.0
presa,um,8.0
marido,porque,2.0
da,liga,2.0
de,suas,6.0
ama,está,2.0
dos,preferida,56.0
sertaneja,um,4.0
cobra,índio,4.0
come,dragon,2.0
nunca,pode,4.0
há,presente,4.0
bahia,fazer,4.0
outro,planeta,4.0
americano,vezes,4.0
com,sala,2.0
peixes,quais,2.0
gajo,pelo,2.0
bicho,de,6.0
pede,pessoal,4.0
dela,viu,4.0
china,na,10.0
gatos,só,4.0
china,tem,8.0
caso,uma,4.0
de,mal,6.0
gás,intestino,2.0
bebe,enquanto,4.0
brincar,no,2.0
abre,ao,2.0
peixe,remédio,4.0
duas,namorada,4.0
esposa,filhos,4.0
campeão,dificuldade,2.0
assistir,série,4.0
mundo,sorriso,2.0
abre,não,4.0
do,pescoço,4.0
comediante,um,12.0
de,passou,4.0
celular,foi,4.0
ambos,careca,2.0
serpente,uma,8.0
quando,ti,2.0
quanto,só,4.0
mozart,que,10.0
cantor,tudo,8.0
no,vai,12.0
fernando,pessoa,2.0
das,nome,6.0
bem,tá,4.0
chove,porque,4.0
estilo,pra,2.0
jogou,sal,2.0
ou,um,20.0
dá,um,66.0
mais,trabalhadores,4.0
ficam,na,2.0
atleta,ex,2.0
ele,especialista,4.0
de,vão,6.0
conseguem,gatos,4.0
cemitério,isso,4.0
bndchen,do,4.0
mario,os,4.0
leões,sertaneja,4.0
existe,profissão,4.0
pontos,um,8.0
sabe,três,4.0
apanhou,calendário,2.0
de,própria,4.0
campo,jogos,4.0
final,regra,2.0
com,trabalhar,4.0
da,virgem,2.0
anda,com,16.0
ontem,quem,2.0
pop,uma,4.0
aluno,todo,4.0
fui,que,4.0
de,jogadora,8.0
grupo,pagode,10.0
drogado,um,6.0
jardineiro,que,12.0
entrar,restaurante,4.0
espera,senha,2.0
porque,pouco,6.0
ele,ruim,2.0
grupo,se,8.0
jogador,não,8.0
algo,porque,8.0
livros,para,4.0
força,não,4.0
preferida,samba,2.0
tem,usa,4.0
encontrei,qual,6.0
sanduíche,turma,4.0
gostam,sabão,4.0
herói,própria,2.0
bar,xuxa,4.0
ataque,qual,8.0
porque,precisa,4.0
com,deixa,4.0
pelo,porque,6.0
com,estava,24.0
sobre,vir,2.0
amiga,ficou,4.0
em,tudo,14.0
material,outro,4.0
de,porta,12.0
batman,uma,2.0
como,história,2.0
levar,marido,4.0
pessoa,por,24.0
jardineiro,tira,2.0
que,sítio,6.0
cara,ficou,8.0
marca,popular,2.0
bola,fazendo,4.0
disney,que,22.0
bom,vale,2.0
estou,eu,8.0
forno,sexo,2.0
de,hospital,6.0
marvel,período,4.0
com,parede,8.0
amigo,anos,2.0
da,encontrar,4.0
coisas,pessoas,8.0
de,prédio,4.0
cozinha,mulher,4.0
adotar,jovem,4.0
fosse,se,10.0
em,massa,4.0
da,qual,378.0
cá,outra,4.0
algumas,toda,4.0
criado,parece,2.0
economia,por,2.0
gosta,número,2.0
para,parar,4.0
outro,uma,8.0
santos,trabalha,2.0
ball,personagem,2.0
dá,produto,2.0
do,santo,4.0
depois,filho,6.0
dor,quando,4.0
até,dois,4.0
cachorro,dorme,4.0
da,nariz,2.0
abriu,quando,4.0
caras,qual,4.0
cartão,uso,4.0
nariz,por,6.0
animal,faz,6.0
